Field,Subfields,Job roles,Programming Languages ,Tools,Skills,Educational Background
Digital & Marketing Technology,Social Media Analytics,Social Media Insights Manager,"SQL, Python","Sprout Social, Hootsuite Insights, Brandwatch, Tableau, Power BI","insights generation, stakeholder reporting, audience behavior analysis, multi-channel performance evaluation, competitive benchmarking, narrative building from data, influencer campaign analysis, strategic recommendations, trend forecasting, data interpretation","Bachelor's (Marketing, Business, Data Science)"
Digital & Marketing Technology,Social Media Analytics,Social Performance Analyst,"SQL, R, Python","Google Data Studio, Sprinklr, Facebook Insights, Twitter Analytics, LinkedIn Analytics","social channel benchmarking, campaign ROI analysis, click-through rate analysis, impressions vs engagement analysis, social attribution modeling, reporting automation, dashboard management, hashtag performance analysis, ad spend tracking, conversion tracking","Bachelor's (Marketing, Data Science, Statistics)"
Digital & Marketing Technology,Social Media Analytics,Social Metrics Strategist,"SQL, Python","Google Analytics, Tableau, Hootsuite Analytics, Sprout Social, Power BI","KPI strategy design, performance benchmarking, metric framework development, content effectiveness analysis, reporting standardization, cross-platform analytics, goal setting for social campaigns, executive reporting, metric forecasting, audience growth tracking","Bachelor's (Marketing, Business, Data Science)"
Digital & Marketing Technology,Social Media Analytics,Social Media Reporting Specialist,"SQL, Python","Google Sheets, Sprinklr, Hootsuite, Power BI, Looker","report building, template standardization, campaign tracking, trend summary creation, visualization creation, metrics dashboard management, client-ready reports, automated reporting workflows, cross-platform data aggregation, social media data cleaning","Bachelor's (Marketing, Communication, Data Science)"
Digital & Marketing Technology,Social Media Analytics,Influencer Analytics Coordinator,"SQL, Python","AspireIQ, Upfluence, CreatorIQ, Traackr, Tableau","influencer campaign tracking, ROI measurement, engagement rate analysis, follower quality scoring, performance benchmarking, influencer segmentation, brand affinity analysis, cost-per-engagement evaluation, UGC performance tracking, campaign effectiveness reporting","Bachelor's (Marketing, Business, Data Science)"
Digital & Marketing Technology,Social Media Analytics,Sentiment Analysis Specialist,"Python, R, SQL","Brandwatch, Talkwalker, RapidMiner, Lexalytics, Google Cloud Natural Language API","NLP basics, sentiment scoring, topic modeling, emotional tone detection, brand reputation monitoring, automated sentiment pipelines, classification model building, anomaly detection, trend sentiment shifts, data preprocessing for text analytics","Bachelor's (Data Science, Marketing, Communication)"
Digital & Marketing Technology, Growth Hacking Tools,Growth Engineer,"JavaScript, Python, SQL, TypeScript, HTML,CSS","Google Analytics, Amplitude, Segment, Optimizely, Git","experimentation design, A/B testing setup, growth hacking strategies, full-stack development, API integration, funnel analysis, feature flagging, customer behavior analysis, marketing automation, product-led growth","Bachelor's (Marketing, Business, Data Science)"
Digital & Marketing Technology, Growth Hacking Tools,Growth Product Manager,"SQL, Python, JavaScript","Mixpanel, Google Analytics, Amplitude, Optimizely, Jira","product growth strategy, data-driven decision making, A/B testing management, funnel optimization, user journey mapping, metric definition (KPIs), cross-functional collaboration, feature prioritization, cohort analysis, retention strategy","Bachelor's (Marketing, Business, Product Management)"
Digital & Marketing Technology, Growth Hacking Tools,Conversion Rate Optimization (CRO) Specialist,"HTML,CSS, JavaScript, SQL","Google Optimize, Hotjar, Optimizely, VWO, Google Analytics","landing page optimization, UX research, behavioral data analysis, split testing, user segmentation, customer journey analysis, form optimization, persuasive design techniques, multivariate testing, heatmap analysis","Bachelor's (Marketing, Data Science, Business)"
Digital & Marketing Technology, Growth Hacking Tools,A/B Testing Analyst,"SQL, Python, R","Optimizely, Google Optimize, Tableau, Amplitude, Excel","experiment design, hypothesis testing, statistical significance analysis, cohort analysis, test planning and reporting, multivariate testing, result interpretation, sample size estimation, metric tracking, post-test analysis","Bachelor's (Marketing, Data Science, Statistics)"
Digital & Marketing Technology, Growth Hacking Tools,Growth Analytics Specialist,"SQL, Python, R","Google Analytics, Looker, Amplitude, Tableau, BigQuery","funnel analysis, user segmentation, retention analysis, predictive modeling, marketing attribution modeling, cohort analysis, event tracking strategy, churn prediction, LTV calculation, customer journey mapping","Bachelor's (Marketing, Data Science, Business)"
Digital & Marketing Technology, Growth Hacking Tools,Martech Stack Engineer,"JavaScript, Python, SQL","Segment, Salesforce Marketing Cloud, HubSpot, Google Tag Manager, Zapier","marketing technology integration, event tracking setup, CRM automation, data pipeline building, API integrations, user tracking architecture, personalization enablement, customer data platform (CDP) configuration, attribution modeling, GDPR/CCPA compliance","Bachelor's (Computer Science, Engineering, Marketing)"
Digital & Marketing Technology, Growth Hacking Tools,Funnel Optimization Specialist,"JavaScript, SQL, Python","Google Analytics, Mixpanel, Hotjar, Optimizely, VWO","funnel diagnostics, drop-off analysis, user behavior mapping, A/B testing, landing page optimization, event tracking configuration, lead generation improvement, UX/CX optimization, conversion journey mapping, KPI benchmarking","Bachelor's (Marketing, Data Science, Business)"
Digital & Marketing Technology, Growth Hacking Tools,Data-Driven Growth Strategist,"SQL, Python, R","Tableau, Amplitude, Mixpanel, Google Analytics, CRM platforms","data-driven experimentation, growth strategy planning, predictive analytics, A/B test evaluation, user acquisition modeling, customer lifetime value analysis, retention forecasting, growth funnel optimization, strategic KPI setting, multichannel campaign analysis","Bachelor's (Marketing, Data Science, Business)"
E?Commerce Technology, Payment Gateway Integration,Payment Integration Engineer,"Java, Python, JavaScript, Ruby, C#","Postman, Git, Stripe API, PayPal SDK, AWS","payment gateway integration, API authentication, transaction security, webhook handling, PCI compliance, SDK customization, system troubleshooting, multi-currency support, fraud detection integration, load testing","Bachelor's (Computer Science, Software Engineering, IT)"
E?Commerce Technology, Payment Gateway Integration,Fintech API Developer,"Python, JavaScript, Go, Java, Ruby","Postman, Swagger, GitHub, AWS Lambda, Docker","API design and development, OAuth 2.0 authentication, Open Banking protocols, secure API integration, financial data handling, RESTful services, real-time processing, error handling strategies, API documentation, scaling microservices","Bachelor's (Computer Science, Software Engineering)"
E?Commerce Technology, Payment Gateway Integration,Payment Systems Analyst,"SQL, Python, Java","Tableau, Excel, Oracle, Stripe Dashboard, Jira","payment system analysis, transaction reconciliation, data validation, requirements gathering, workflow optimization, fraud trend analysis, system performance reporting, PCI DSS compliance review, API integration support, incident tracking","Bachelor's (Business, Information Systems, Finance)"
E?Commerce Technology, Payment Gateway Integration,Payment Solutions Architect,"Java, Python, JavaScript, SQL","AWS, Azure, Kubernetes, Git, Payment API suites (e.g., Adyen, Stripe, Braintree)","payment system architecture design, security compliance (PCI DSS), scalability planning, system integration strategy, high-availability solutions, risk management planning, multi-platform payment orchestration, authentication frameworks, SSO integration, cross-border payment support","Bachelor's (Computer Science, Software Engineering, IT)"
E?Commerce Technology, Payment Gateway Integration,Merchant Integration Specialist,"JavaScript, Python, PHP, Ruby","Stripe, Braintree, Shopify Payments, Git, Postman","merchant onboarding, custom checkout integration, API troubleshooting, webhook setup, fraud protection setup, billing systems integration, multi-gateway management, subscription billing configuration, test sandbox environments, cross-platform support","Bachelor's (Computer Science, Software Engineering, IT)"
E?Commerce Technology, Payment Gateway Integration,Online Payments Developer,"JavaScript, PHP, Python, Java","Stripe API, PayPal SDK, Square Payments, GitHub, Postman","checkout flow development, secure transaction processing, recurring billing setup, mobile payments integration, fraud prevention integration, API version management, PCI compliance, tokenization, UX optimization for payments, gateway failover handling","Bachelor's (Computer Science, Software Engineering)"
